businessName,instagramUrl,websiteUrl,listingUrl,city,neighborhood,businessType,dietaryTags,dohGrade,contactEmail,phone,address,googleRating,googleReviewCount
Birds of a Feather,https://www.instagram.com/birdsofafeatherbk,http://birdsofafeatherny.com/,https://www.eatrealfoodnyc.com/restaurants/birds-of-a-feather,Brooklyn,Williamsburg,Chinese restaurant,,A,birdsofafeather.nyc@gmail.com,17189696800,"191 Grand St, Brooklyn, NY 11211",4.4,1559
Añejo Tribeca,https://instagram.com/anejonyc,http://anejotribeca.com/,https://www.eatrealfoodnyc.com/restaurants/aejo-tribeca,Manhattan,Tribeca,Mexican restaurant,,NA,ricky@anejorestaurant.com,12129206270,"301 Church St, New York, NY 10013",4.4,1544
Serafina Tribeca,https://www.instagram.com/serafinanewyork,https://www.serafinarestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/serafina-tribeca,Manhattan,Tribeca,Italian restaurant,,NA,alexamcbride@yahoo.com,12127662700,"95 W Broadway, New York, NY 10007",4.4,1540
Bison & Bourbon,http://instagram.com/bisonandbourbon,http://www.bisonandbourbon.com/,https://www.eatrealfoodnyc.com/restaurants/bison-bourbon,Brooklyn,Gowanus,Kosher restaurant,kosher,B,andrea.r@bisonandbourbon.com,17184220801,"191 7th St, Brooklyn, NY 11215",4.4,1534
Annadale Terrace,null,http://www.annadaleterrace.com/,https://www.eatrealfoodnyc.com/restaurants/annadale-terrace,Staten Island,Great Kills,American restaurant,,A,annadaleterrace@icloud.com,17189675900,"801 Annadale Rd, Staten Island, NY 10312",4.4,1534
Ali's Trinbago Roti Shop,null,https://alistrinbagorotishop.com/,https://www.eatrealfoodnyc.com/restaurants/alis-trinbago-roti-shop,Brooklyn,Bedford-Stuyvesant,Caribbean restaurant,,NA,,13477891835,"1267 Fulton St, Brooklyn, NY 11216",4.4,1526
Oasis Diner,null,https://oasisdiner.shop/,https://www.eatrealfoodnyc.com/restaurants/oasis-diner,Brooklyn,Flatlands,Diner,,NA,oasis-diner-restaurant@gmail.com,17182583461,"2132 Flatbush Ave, Brooklyn, NY 11234",4.4,1522
The Greek Kitchen,null,http://www.greekkitchennyc.com/,https://www.eatrealfoodnyc.com/restaurants/the-greek-kitchen,Manhattan,Lincoln Square,Greek restaurant,vegetarian,A,pthanoukos@gmail.com,12125814300,"889 10th Ave, New York, NY 10019",4.4,1521
Maison Harlem,https://www.instagram.com/maisonharlem,https://www.maisonharlem.com/,https://www.eatrealfoodnyc.com/restaurants/maison-harlem,Manhattan,Harlem,French restaurant,,A,ahavardt@gmail.com,12122229224,"341 St Nicholas Ave, New York, NY 10027",4.4,1517
Silvana,null,http://silvana-nyc.com/,https://www.eatrealfoodnyc.com/restaurants/silvana,Manhattan,Morningside Heights,Middle Eastern restaurant,vegetarian|halal,C,silvana4@gmail.com,16466924935,"300 W 116th St, New York, NY 10026",4.4,1514
Estela,https://instagram.com/estelanyc,http://estelanyc.com/,https://www.eatrealfoodnyc.com/restaurants/estela,Manhattan,SoHo,Restaurant,,A,y@gmail.com,12122197693,"47 E Houston St 1st floor, New York, NY 10012",4.4,1513
Alamo Drafthouse Cinema Lower Manhattan,null,https://drafthouse.com/nyc/theater/lower-manhattan,https://www.eatrealfoodnyc.com/restaurants/alamo-drafthouse-cinema-lower-manhattan,Manhattan,Financial District,Restaurant,,NA,steven@rdpalamo.com,13322163200,"28 Liberty St Suite SC301, New York, NY 10005",4.4,1512
Austin's Ale House,https://www.instagram.com/austinsalehousekg,https://austinsteakandalehouse.com/%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/austins-ale-house,Queens,Kew Gardens,American restaurant,,NA,m.boccia@austinsteakandalehouse.com,17188493939,"82-70 Austin St, Kew Gardens, NY 11415",4.4,1500
Liman,https://www.instagram.com/nylimanrestaurant,https://www.limanrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/liman,Brooklyn,Coney Island,Seafood restaurant,halal,NA,yusuf.basusta@limanrestaurant.com,17187693322,"825 Surf Ave 2nd Floor, Brooklyn, NY 11224",4.4,1487
230 Fifth Rooftop Bar,https://www.instagram.com/230fifthrooftop,http://www.230-fifth.com/,https://www.eatrealfoodnyc.com/restaurants/230-fifth-rooftop-bar,Manhattan,Flatiron District,Bar,,NA,jasminvrban01@gmail.com,12127254300,"1150 Broadway, New York, NY 10001",4.3,24712
Walmart Supercenter,https://www.instagram.com/absolutebodywax,https://www.walmart.com/store/3520-secaucus-nj/%3Fveh%3Dseo_loc,https://www.eatrealfoodnyc.com/restaurants/walmart-supercenter-hudson,Manhattan,Hudson Yards,Department store,,NA,Cfitzg6505@aol.Com,12013259280,"400 Park Pl, Secaucus, NJ 07094",4.3,19294
Walmart Supercenter,https://www.instagram.com/absolutebodywax,https://www.walmart.com/store/3795-north-bergen-nj/%3Fveh%3Dseo_loc,https://www.eatrealfoodnyc.com/restaurants/walmart-supercenter-upper,Manhattan,Upper West Side,Department store,,NA,Cfitzg6505@aol.Com,12017582810,"2100 88th St, North Bergen, NJ 07047",4.3,18290
The Halal Guys,https://www.instagram.com/thehalalguys,https://thehalalguys.com/locations/west-53rd-street-new-york/,https://www.eatrealfoodnyc.com/restaurants/the-halal-guys-midtown,Manhattan,Midtown,Halal restaurant,halal,NA,info@thehalalguysny.com,13475271505,"6th Avenue &, W 53rd St, New York, NY 10019",4.3,13891
The Shops at Skyview,null,https://theshopsatskyviewny.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,https://www.eatrealfoodnyc.com/restaurants/the-shops-at-skyview,Queens,Flushing,Restaurant,,NA,,17184602000,"40-24 College Point Blvd, Flushing, NY 11354",4.3,12238
Dave & Buster's New York City - Times Square,https://www.instagram.com/daveandbusters,https://www.daveandbusters.com/us/en/about/locations/new-york-city-times-square,https://www.eatrealfoodnyc.com/restaurants/dave-busters-new-york-city-times-square,Manhattan,Midtown,Restaurant,,NA,dnatale@broadlawns.org,16464952015,"234 W 42nd St 3rd Floor, New York, NY 10036",4.3,10602
Sylvia's Restaurant,https://www.instagram.com/sylviasrestaurant,http://www.sylviasrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/sylvias-restaurant,Manhattan,Harlem,Soul food restaurant,,A,tcharles@hopeysheart.org,12129960660,"328 Malcolm X Blvd, New York, NY 10027",4.3,8791
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/bryantpark%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-midtown-mn,Manhattan,Midtown,Grocery store,whole-foods,NA,crid142@gmail.com,19177285700,"1095 6th Ave, New York, NY 10036",4.3,7748
The Door,null,http://thedoorrestaurant.nyc/,https://www.eatrealfoodnyc.com/restaurants/the-door,Queens,St. Albans,Jamaican restaurant,,A,thedoorestaurant@verizon.net,17185251083,"163-07 Baisley Blvd, Jamaica, NY 11434",4.3,7234
Starbucks Reserve Roastery New York,https://www.instagram.com/starbucksreserve,https://www.starbucksreserve.com/locations/new-york-roastery,https://www.eatrealfoodnyc.com/restaurants/starbucks-reserve-roastery-new-york,Manhattan,West Village,Coffee shop,whole-foods,NA,nycroasteryevents@starbucks.com,12126910531,"61 9th Ave, New York, NY 10011",4.3,7132
Olive Garden Italian Restaurant,https://www.instagram.com/olivegarden/,https://www.olivegarden.com/locations/nj/secaucus/secaucus-millcreek-mall/1640%3Fcmpid%3Dbr:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:secaucus-nj-1640_pl:locurl_rd:1498,https://www.eatrealfoodnyc.com/restaurants/olive-garden-italian-restaurant-hudson,Manhattan,Hudson Yards,Italian restaurant,,NA,jarguello@darden.com,12018673543,"500 NJ-3, Secaucus, NJ 07094",4.3,6683
Benihana - New York West,https://instagram.com/benihana,https://www.benihana.com/,https://www.eatrealfoodnyc.com/restaurants/benihana-new-york-west,Manhattan,Midtown East,Japanese restaurant,,NA,ScottLubey@Benihana.com,12125810930,"47 W 56th St, New York, NY 10019",4.3,6215
Amy Ruth's,https://www.instagram.com/amyruthsharlem,http://amyruths.com/,https://www.eatrealfoodnyc.com/restaurants/amy-ruths,Manhattan,East Harlem,Soul food restaurant,,A,amyruth7@comcast.net,12122808779,"113 W 116th St, New York, NY 10026",4.3,6196
Tony's Pier,https://www.instagram.com/tonyspierrestaurant,https://www.tonyspiercityisland.com/,https://www.eatrealfoodnyc.com/restaurants/tonys-pier,Bronx,Throgs Neck,Seafood restaurant,,NA,info@tonyspiercityisland.com,17188851424,"1 City Island Ave, Bronx, NY 10464",4.3,5993
Virgil's Real BBQ - NYC,https://www.instagram.com/VirgilsRealBBQ,https://virgilsbbq.com/locations/times-square,https://www.eatrealfoodnyc.com/restaurants/virgils-real-bbq-nyc,Manhattan,Midtown,Barbecue restaurant,,NA,nanadorkor@hotmail.com,12129219494,"152 W 44th St, New York, NY 10036",4.3,5702
TAO Downtown Restaurant,https://www.instagram.com/taogroup,https://taogroup.com/venues/tao-downtown-new-york/,https://www.eatrealfoodnyc.com/restaurants/tao-downtown-restaurant,Manhattan,Chelsea,Asian fusion restaurant,,NA,jlevsae@gmail.com,12128882724,"92 9th Ave, New York, NY 10011",4.3,5430
Shake Shack Downtown Brooklyn,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/downtown-brooklyn-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-downtown-brooklyn,Brooklyn,Downtown Brooklyn,Hamburger restaurant,,NA,ddykstra@shakeshack.com,17183077590,"409 Fulton St, Brooklyn, NY 11201",4.3,5237
Adel's Famous Halal Food,https://www.instagram.com/adels1halalfood,http://adelsfamousnyc.com/,https://www.eatrealfoodnyc.com/restaurants/adels-famous-halal-food,Manhattan,Midtown,Halal restaurant,halal,NA,adelsfamoushalalfood@gmail.com,18664923357,"1221 6th Ave, New York, NY 10020",4.3,5196
Shake Shack Dumbo,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/dumbo-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-dumbo,Brooklyn,DUMBO,Hamburger restaurant,,NA,ddykstra@shakeshack.com,13474352676,"2 Water St, Brooklyn, NY 11201",4.3,5170
Magnolia Bakery,http://instagram.com/magnoliabakery,http://www.magnoliabakery.com/,https://www.eatrealfoodnyc.com/restaurants/magnolia-bakery,Manhattan,West Village,Restaurant,,A,aalmutawa@almal.com.kw,12124622572,"401 Bleecker St, New York, NY 10014",4.3,5043
Hibachi Grill & Supreme Buffet,null,http://www.hibachigrillbronx.com/,https://www.eatrealfoodnyc.com/restaurants/hibachi-grill-supreme-buffet-concourse,Bronx,Concourse,Buffet restaurant,,NA,,17185901627,"200 E 161st St, Bronx, NY 10451",4.3,5015
Brooklyn Diner USA,https://www.instagram.com/brooklyndinerus,http://www.brooklyndiner.com/,https://www.eatrealfoodnyc.com/restaurants/brooklyn-diner-usa,Manhattan,Lincoln Square,Diner,,NA,info@brooklyndiner.com,12129771957,"212 W 57th St, New York, NY 10019",4.3,4877
NYC Health + Hospitals / Bellevue,https://www.instagram.com/gothamist,http://www.nychealthandhospitals.org/bellevue/,https://www.eatrealfoodnyc.com/restaurants/nyc-health-hospitals-bellevue,Manhattan,Kips Bay,Hospital,,NA,margaret.jung@nychhc.org,12125624141,"462 1st Ave, New York, NY 10016",4.3,4862
Rosa Mexicano,https://www.instagram.com/rosamexicano,http://rosamexicano.com/%3Futm_source%3Dextnet%26utm_medium%3DYext,https://www.eatrealfoodnyc.com/restaurants/rosa-mexicano,Manhattan,Flatiron District,Mexican restaurant,,A,madelinepolton@gmail.com,12125333350,"9 E 18th St, New York, NY 10003",4.3,4630
Melba's Restaurant,https://www.instagram.com/Melbasharlem,https://www.melbasrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/melbas-restaurant,Manhattan,Morningside Heights,Southern restaurant (US),,NA,michael@melbasrestaurant.com,12128647777,"300 W 114th St, New York, NY 10026",4.3,4616
ShopRite of Pelham Parkway,https://www.instagram.com/shoprite,https://www.shoprite.com/,https://www.eatrealfoodnyc.com/restaurants/shoprite-of-pelham-parkway,Bronx,Wakefield,Grocery store,,NA,ja.vargas85@gmail.com,17185694544,"847 Pelham Pkwy, Pelham, NY 10803",4.3,4536
Becco,https://www.instagram.com/becconyc,http://www.becco-nyc.com/,https://www.eatrealfoodnyc.com/restaurants/becco,Manhattan,Hell's Kitchen,Italian restaurant,,A,info@becconyc.com,12123977597,"355 W 46th St, New York, NY 10036",4.3,4535
Beer Authority,http://instagram.com/beerauthoritynyc,http://www.beerauthoritynyc.com/,https://www.eatrealfoodnyc.com/restaurants/beer-authority,Manhattan,Midtown,Restaurant,,A,generalmanager@beerauthoritynyc.com,12125108415,"300 W 40th St, New York, NY 10018",4.3,4478
New Rochelle Diner,null,https://www.newrochellediner.com/,https://www.eatrealfoodnyc.com/restaurants/new-rochelle-diner,Bronx,Wakefield,Diner,,NA,,19146377525,"850 Main St, New Rochelle, NY 10801",4.3,4376
Da Nico,https://www.instagram.com/danicoristorante,https://danicoristorante.com/,https://www.eatrealfoodnyc.com/restaurants/da-nico,Manhattan,Chinatown,Italian restaurant,,NA,info@danicoristorante.com,12123431212,"164 Mulberry St, New York, NY 10013",4.3,4328
ALDI,https://www.instagram.com/aldiusa,https://www.aldi.us/stores/l/ny/bronx/1750-e-gun-hill-rd-suite-b/l563,https://www.eatrealfoodnyc.com/restaurants/aldi-pelham,Bronx,Pelham Bay,Supermarket,,NA,ericebartha@gmail.com,18559552534,"1750 E Gun Hill Rd Suite B, Bronx, NY 10469",4.3,4293
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/columbuscircle%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-lincoln,Manhattan,Lincoln Square,Grocery store,whole-foods,NA,crid142@gmail.com,12128239600,"10 Columbus Cir Ste Sc101, New York, NY 10019",4.3,4225
Cafeteria,http://instagram.com/cafeterianyc,http://www.cafeteriagroup.com/,https://www.eatrealfoodnyc.com/restaurants/cafeteria,Manhattan,Chelsea,American restaurant,,A,a_guillot@hotmail.com,12124141717,"119 7th Ave, New York, NY 10010",4.3,3849
Buttercooky Bakery & Café,null,http://www.buttercookybakery.com/,https://www.eatrealfoodnyc.com/restaurants/buttercooky-bakery-caf-rosedale,Queens,Rosedale,Bakery,,NA,francesco.borgognone@fidelity.com,15163543831,"217 Jericho Tpke, Floral Park, NY 11001",4.3,3821
Mighty Quinn's Barbeque,https://instagram.com/mightyquinnsbbq,http://mightyquinnsbbq.com/,https://www.eatrealfoodnyc.com/restaurants/mighty-quinns-barbeque-greenwich,Manhattan,Greenwich Village,Barbecue restaurant,,A,michamagid@hotmail.com,16465247889,"75 Greenwich Ave, New York, NY 10014",4.3,3820
George's,null,https://www.georges-ny.com/,https://www.eatrealfoodnyc.com/restaurants/georges-financial,Manhattan,Financial District,American restaurant,,NA,info@georges-ny.com,12122698026,"89 Greenwich St, New York, NY 10006",4.3,3784
Nick's Lobster House,https://www.instagram.com/nickslobster,https://www.nickslobsterhouse.com/,https://www.eatrealfoodnyc.com/restaurants/nicks-lobster-house,Brooklyn,Flatlands,Seafood restaurant,,NA,host.lobsterhouse@gmail.com,17182537117,"2777 Flatbush Ave, Brooklyn, NY 11234",4.3,3766
Sea Shore Restaurant,null,https://www.seashorerestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/sea-shore-restaurant,Bronx,Throgs Neck,Seafood restaurant,,NA,,17188850300,"591 City Island Ave, Bronx, NY 10464",4.3,3744
Shake Shack Battery Park City,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/battery-park-city-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-battery-park-city,Manhattan,Battery Park City,Hamburger restaurant,,NA,ddykstra@shakeshack.com,16465454600,"215 Murray St, New York, NY 10282",4.3,3738
Bathhouse Williamsburg,https://www.instagram.com/bathhouse,https://www.abathhouse.com/williamsburg%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-website-williamsburg,https://www.eatrealfoodnyc.com/restaurants/bathhouse-williamsburg,Brooklyn,Greenpoint,Sauna,,NA,ajacobs@abathhouse.com,19294892284,"103 N 10th St, Brooklyn, NY 11249",4.3,3702
Hill Country Barbecue Market,https://www.instagram.com/hillcountrybbq,https://www.hillcountry.com/,https://www.eatrealfoodnyc.com/restaurants/hill-country-barbecue-market-flatiron,Manhattan,Flatiron District,Restaurant,,NA,charles@hillcountry.com,12122554544,"30 W 26th St, New York, NY 10010",4.3,3684
Ladurée Soho,null,https://laduree.com/%3Futm_source%3Dyext%26utm_medium%3Dreferral%26utm_campaign%3DGMB,https://www.eatrealfoodnyc.com/restaurants/ladure-soho,Manhattan,SoHo,Restaurant,,NA,praberin@laduree.com,16463927868,"398 W Broadway, New York, NY 10012",4.3,3626
Cositas Ricas,null,https://cositasricas.com/,https://www.eatrealfoodnyc.com/restaurants/cositas-ricas,Queens,Jackson Heights,Colombian restaurant,,A,walter@dotplanet.com,17184781500,"79-19 Roosevelt Ave, Jackson Heights, NY 11372",4.3,3587
Hampton Inn Manhattan/Times Square Central,https://www.instagram.com/doubletreechina/,https://www.hilton.com/en/hotels/nycffhx-hampton-manhattan-times-square-central/%3FSEO_id%3DGMB-AMER-HX-NYCFFHX%26y_source%3D1_MjQ0MjgxOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,https://www.eatrealfoodnyc.com/restaurants/hampton-inn-manhattantimes-square-central,Manhattan,Midtown,Hotel,,NA,David.Vallillo@Hilton.com,12122211188,"220 W 41st St, New York, NY 10036",4.3,3567
Lake Success Shopping Center,null,https://lake-success-shopping-center.com/,https://www.eatrealfoodnyc.com/restaurants/lake-success-shopping-center,Queens,Bayside,Shopping mall,,NA,,17183431417,"1526 Union Tpke, New Hyde Park, NY 11040",4.3,3564
Industry Kitchen,https://www.instagram.com/industrykitchenbar/,https://industry-kitchen.com/,https://www.eatrealfoodnyc.com/restaurants/industry-kitchen,Manhattan,Financial District,American restaurant,,A,alee@unionmarket.com,12124879600,"70 South St, New York, NY 10005",4.3,3552
Peaches Lewis,https://www.instagram.com/peachesbrooklyn,https://www.bcrestaurantgroup.com/location/peaches-kitchen-bar/,https://www.eatrealfoodnyc.com/restaurants/peaches-lewis,Brooklyn,Bedford-Stuyvesant,American restaurant,,NA,peachescatering@gmail.com,17189424162,"393 Lewis Ave, Brooklyn, NY 11233",4.3,3504
Stout NYC,https://www.instagram.com/stout_nyc,https://www.stoutnyc.com/,https://www.eatrealfoodnyc.com/restaurants/stout-nyc-midtown-mn-6949,Manhattan,Midtown,Restaurant,,NA,info@stoutnyc.com,12126296191,"215 W 35th St, New York, NY 10001",4.3,3488
Lucky Strike Chelsea Piers,https://instagram.com/luckystrikeent,https://www.luckystrikeent.com/location/lucky-strike-chelsea-piers%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dyext_listings,https://www.eatrealfoodnyc.com/restaurants/lucky-strike-chelsea-piers,Manhattan,Chelsea,Restaurant,,NA,atoubman@gmail.com,12128352695,"60 Chelsea Piers, New York, NY 10011",4.3,3406
Buccaneer Diner,https://www.instagram.com/buccaneer_diner,https://www.buccaneerdiner.com/,https://www.eatrealfoodnyc.com/restaurants/buccaneer-diner,Queens,Jackson Heights,Diner,,A,support@vitabyte.com,17184295188,"93-01 Astoria Blvd, East Elmhurst, NY 11369",4.3,3393
The Shops at Bruckner,null,https://brucknercommons.com/%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dlisting%26utm_campaign%3Dvisit%2520website,https://www.eatrealfoodnyc.com/restaurants/the-shops-at-bruckner,Bronx,Soundview,Shopping mall,,NA,,12015713500,"1910 Story Ave, Bronx, NY 10473",4.3,3380
Bryant Park Grill,https://www.instagram.com/bryantparkgrill,https://bryantparkgrillnyc.com/,https://www.eatrealfoodnyc.com/restaurants/bryant-park-grill,Manhattan,Midtown,Restaurant,,A,janet@bryantparkgrillnyc.com,12128406500,"25 W 40th St, New York, NY 10018",4.3,3283
Corner Social,null,http://cornersocialnyc.com/,https://www.eatrealfoodnyc.com/restaurants/corner-social,Manhattan,Harlem,Restaurant,,A,contact@cornersocialnyc.com,12125108552,"321 Malcolm X Blvd, New York, NY 10027",4.3,3278
P.J. Clarke's On The Hudson,https://www.instagram.com/pjclarkes,http://pjclarkes.com/location/on-the-hudson/,https://www.eatrealfoodnyc.com/restaurants/pj-clarkes-on-the-hudson,Manhattan,Battery Park City,American restaurant,,NA,ps@clarkesgroup.com,12122851500,"250 Vesey St, New York, NY 10281",4.3,3274
City Diner,null,https://citydiner.com/,https://www.eatrealfoodnyc.com/restaurants/city-diner-battery,Manhattan,Battery Park City,Diner,,NA,kbredek@gmail.com,12017215331,"31 Montgomery St, Jersey City, NJ 07302",4.3,3191
Artichoke Basille's Pizza,https://www.instagram.com/artichokepizza,https://www.artichokepizza.com/,https://www.eatrealfoodnyc.com/restaurants/artichoke-basilles-pizza-gramercy,Manhattan,Gramercy Park,Pizza restaurant,,A,info@artichokepizza.com,12122282004,"321 E 14th St, New York, NY 10003",4.3,3175
Jax Inn Diner,null,http://www.jaxinndiner.com/,https://www.eatrealfoodnyc.com/restaurants/jax-inn-diner,Queens,Jackson Heights,Diner,,B,,17184761240,"72-12 Northern Blvd, Jackson Heights, NY 11372",4.3,3170
Ravagh Persian Grill,https://www.instagram.com/ravaghpersiangrill,https://www.ravaghrestaurants.com/,https://www.eatrealfoodnyc.com/restaurants/ravagh-persian-grill-murray,Manhattan,Murray Hill,Persian restaurant,halal,NA,info@ravaghrestaurants.com,12126960300,"173 Madison Ave, New York, NY 10016",4.3,3154
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/williamsburg%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-williamsburg,Brooklyn,Williamsburg,Grocery store,whole-foods,NA,crid142@gmail.com,17187342321,"238 Bedford Ave, Brooklyn, NY 11249",4.3,3147
Louie's Prime Steak & Seafood,https://www.instagram.com/louiessince1905,https://www.louiessince1905.com/,https://www.eatrealfoodnyc.com/restaurants/louies-prime-steak-seafood,Queens,Bayside,Seafood restaurant,,NA,info@louiessince1905.com,15168834242,"395 Main St, Port Washington, NY 11050",4.3,3102
Cosme,https://www.instagram.com/cosmenyc,http://www.cosmenyc.com/,https://www.eatrealfoodnyc.com/restaurants/cosme,Manhattan,Flatiron District,Mexican restaurant,,A,capeljh@hotmail.com,13155124131,"35 E 21st St, New York, NY 10010",4.3,3079
Café China,https://www.instagram.com/cafechina,http://cafechina.nyc/,https://www.eatrealfoodnyc.com/restaurants/caf-china,Manhattan,Midtown,Sichuan restaurant,,NA,cafechina.nyc@gmail.com,12122132810,"59 W 37th St, New York, NY 10018",4.3,3077
Bravo Pizza (K),null,https://www.bravokosherpizza.com/,https://www.eatrealfoodnyc.com/restaurants/bravo-pizza-k-midtown,Manhattan,Midtown,Pizza restaurant,kosher,NA,zgavilee@gmail.com,12122684499,"378 5th Ave, New York, NY 10018",4.3,3062
Sweet Chick,http://instagram.com/sweetchicklife,http://www.sweetchick.com/,https://www.eatrealfoodnyc.com/restaurants/sweet-chick-prospect,Brooklyn,Prospect Heights,American restaurant,,NA,john@sweetchick.com,17184847724,"341 Flatbush Ave, Brooklyn, NY 11238",4.3,3061
Friedman's,http://instagram.com/friedmansnyc,https://www.friedmansrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/friedmans-midtown,Manhattan,Midtown,Gluten-free restaurant,gluten-free|whole-foods,NA,mariocmontenegro@gmail.com,16468761232,"228 W 47th St, New York, NY 10036",4.3,2910
ShopRite of Hoboken,https://www.instagram.com/shoprite,https://www.shoprite.com/%3Futm_source%3DGMB%26utm_medium%3DLocal_Search%26utm_campaign%3DdbaPlatform%26utm_term%3D118,https://www.eatrealfoodnyc.com/restaurants/shoprite-of-hoboken,Manhattan,West Village,Grocery store,,NA,ja.vargas85@gmail.com,12017926070,"900 Madison St, Hoboken, NJ 07030",4.3,2882
Randazzo's Clam Bar,http://instagram.com/randazzos_clambar,https://randazzosclambarnyc.com/,https://www.eatrealfoodnyc.com/restaurants/randazzos-clam-bar,Brooklyn,Sheepshead Bay,Seafood restaurant,,A,randazzosbrooklyn@gmail.com,17186150010,"2017 Emmons Ave, Brooklyn, NY 11235",4.3,2857
Bogota Latin Bistro,https://www.instagram.com/bogotabistro,https://www.bogotabistro.com/,https://www.eatrealfoodnyc.com/restaurants/bogota-latin-bistro,Brooklyn,Gowanus,Latin American restaurant,,A,faridnyc@hotmail.com,17182303805,"141 5th Ave, Brooklyn, NY 11217",4.3,2836
Let's Meat BBQ,https://www.instagram.com/letsmeatnyc,https://www.letsmeatnyc.com/,https://www.eatrealfoodnyc.com/restaurants/lets-meat-bbq,Manhattan,Murray Hill,Korean barbecue restaurant,,NA,info@letsmeatnyc.com,12128890089,"307 5th Ave, New York, NY 10016",4.3,2834
ShopRite of New Hyde Park,https://www.instagram.com/shoprite,https://www.shoprite.com/%3Futm_source%3DGMB%26utm_medium%3DLocal_Search%26utm_campaign%3DdbaPlatform%26utm_term%3D812,https://www.eatrealfoodnyc.com/restaurants/shoprite-of-new-hyde-park,Queens,Bayside,Grocery store,,NA,ja.vargas85@gmail.com,15163521603,"2335 New Hyde Park Rd, New Hyde Park, NY 11042",4.3,2821
Negril Village,null,http://negrilvillage.com/,https://www.eatrealfoodnyc.com/restaurants/negril-village,Manhattan,Greenwich Village,Caribbean restaurant,,A,kiaranailah@gmail.com,12124772804,"70 W 3rd St, New York, NY 10012",4.3,2812
New York Stock Exchange,null,http://www.nyse.com/,https://www.eatrealfoodnyc.com/restaurants/new-york-stock-exchange,Manhattan,Financial District,Stock broker,,NA,afarnstrom@nyx.com,12126563000,"11 Wall St, New York, NY 10005",4.3,2767
El Vez and Burrito Bar,https://instagram.com/elveznyc,https://elveznyc.com/%3Futm_source%3DGoogleBusinessProfile%26utm_medium%3DWebsite%26utm_campaign%3DMapLabs,https://www.eatrealfoodnyc.com/restaurants/el-vez-and-burrito-bar,Manhattan,Battery Park City,Restaurant,,NA,tdros@msn.com,12122332500,"259 Vesey St, New York, NY 10282",4.3,2765
Dinnerly,https://www.instagram.com/dinnerly,https://dinnerly.com/,https://www.eatrealfoodnyc.com/restaurants/dinnerly,Manhattan,Midtown,Delivery Restaurant,,NA,hi@dinnerly.com,18882672850,"519 8th Ave 19th floor, New York, NY 10018",4.3,2711
Rosemary's,https://www.instagram.com/rosemarysrestaurant,https://www.rosemarysnyc.com/location/rosemarys-west-village/,https://www.eatrealfoodnyc.com/restaurants/rosemarys,Manhattan,Greenwich Village,Italian restaurant,whole-foods|vegetarian,NA,dhoferer@lapecorabianca.com,12126471818,"18 Greenwich Ave, New York, NY 10011",4.3,2688
Five Leaves,null,https://fiveleavesny.com/,https://www.eatrealfoodnyc.com/restaurants/five-leaves,Brooklyn,Greenpoint,New American restaurant,,A,jud@fiveleavesny.com,17183835345,"18 Bedford Ave, Brooklyn, NY 11222",4.3,2583
Shanghai You Garden,https://www.instagram.com/shanghaiyougarden,https://www.shanghaiyougardennyc.com/,https://www.eatrealfoodnyc.com/restaurants/shanghai-you-garden-flushing,Queens,Flushing,Shanghainese restaurant,,A,info@shanghaiyougardennyc.com,17188862286,"135-33 40th Rd, Flushing, NY 11354",4.3,2452
